hostname,n_planets,avg_pl_rade,avg_pl_bmasse,avg_orbper,sy_dist,st_teff
Kepler-379,2,1.975,4.625,41.4415385,731.274,6054.0
TOI-2095,2,1.29,5.75,22.91858,41.9176,3759.0
K2-243,2,2.09,5.025,18.2439,266.864,6570.0
Kepler-1518,2,2.9749999999999996,9.14,7.37140242,903.51,6846.0
Kepler-1162,2,2.01,4.725,45.92388545,940.211,5390.0
HD 80653,2,7.2065,862.585840935,460.9597865,109.86,5959.0
55 Cnc B,2,1.925,4.4,20.2732,12.4773,3286.0
HD 30177,2,12.649999999999999,2312.678403535,7299.993039999999,55.5867,5580.0
Kepler-1315,2,1.6119944149999998,3.2699999999999996,3.704720088,480.869,4861.0
Kepler-1642,2,2.93,8.93,9.42856575,413.873,5355.0
K2-270,2,2.165,5.745,2.9715485,280.518,4877.0
HD 25912,2,9.55,2645.444745665,13175.243875,49.1661,5920.58
